,log(1+xi),log(rho_0),log(1+10^3*zeta),log(1+gamma),log(lam_star)
0,0.3826978125574209,-1.0380481519565403,0.1469007378377907,0.0,2.1937443939624406
1,0.3826978125574209,-0.5584750716946538,0.1469007378377907,0.0,1.4564449234102528
2,0.3826978125574209,-0.2357016794316028,0.1469007378377907,0.0,1.1457625228211543
3,0.3826978125574209,0.0079204032261475,0.1469007378377907,0.0,1.0716988377288637
4,0.3826978125574209,0.2036649803522429,0.1469007378377907,0.0,1.1276222979405082
5,0.3826978125574209,0.3672944041340449,0.1469007378377907,0.0,1.2154064425388902
6,0.3826978125574209,0.5078763547552342,0.1469007378377907,0.0,1.1209908603761771
7,0.3826978125574209,0.6311089951791825,0.1469007378377907,0.0,1.0791563287666397
8,0.3826978125574209,0.7408079124356071,0.1469007378377907,0.0,1.0762611922233456
9,0.3826978125574209,0.8396537470722395,0.1469007378377907,0.0,1.1018960117216965
10,0.3826978125574209,1.0121230074231824,0.1469007378377907,0.0,1.085295919446772
11,0.3826978125574209,1.0883503728110668,0.1469007378377907,0.0,1.0743871355520194
12,0.3826978125574209,1.1591764253796797,0.1469007378377907,0.0,1.078675593662835
13,0.3826978125574209,1.2253162278842242,0.1469007378377907,0.0,1.095025229827467
14,0.3826978125574209,1.2873516188036769,0.1469007378377907,0.0,1.0852778720738288
15,0.3826978125574209,1.3457623809600914,0.1469007378377907,0.0,1.0775058952455787
16,0.3826978125574209,1.4009487965273824,0.1469007378377907,0.0,1.074940863243545
17,0.3826978125574209,1.453248295930231,0.1469007378377907,0.0,1.080038994117068
18,0.3826978125574209,1.5029479644825037,0.1469007378377907,0.0,1.091987463607076
19,0.3826978125574209,1.550294085079702,0.1469007378377907,0.0,1.085912869776317
20,0.3826978125574209,1.595499521847749,0.1469007378377907,0.0,1.075761341147264
21,0.3826978125574209,1.6387495056415655,0.1469007378377907,0.0,1.0759094022042817
22,0.3826978125574209,1.6802062193199117,0.1469007378377907,0.0,1.0802667793949576
23,0.3826978125574209,1.7200124697203314,0.1469007378377907,0.0,1.0842161981900311
24,0.3826978125574209,1.795165192099676,0.1469007378377907,0.0,1.082745698079324
25,0.3826978125574209,1.830724494136163,0.1469007378377907,0.0,1.0769805056492154
26,0.3826978125574209,1.8650626317170544,0.1469007378377907,0.0,1.0816744487685226
27,0.3826978125574209,1.89826070112665,0.1469007378377907,0.0,1.0800501764532051
28,0.3826978125574209,1.9303919793094435,0.1469007378377907,0.0,1.0890911709360191
29,0.3826978125574209,1.9615228979046169,0.1469007378377907,0.0,1.0760492932002792
30,0.3826978125574209,1.991713870183762,0.1469007378377907,0.0,1.0775433075362502
31,0.3826978125574209,2.0210199967692617,0.1469007378377907,0.0,1.082229006928104
32,0.3826978125574209,2.049491670850573,0.1469007378377907,0.0,1.03281643068301
33,0.3826978125574209,2.0771750995989904,0.1469007378377907,0.0,1.076584263412689
34,0.3826978125574209,2.104112755330799,0.1469007378377907,0.0,1.0803938685186896
35,0.3826978125574209,2.1303437674796686,0.1469007378377907,0.0,1.0789252350679297
36,0.3826978125574209,2.1559042644592035,0.1469007378377907,0.0,1.078318595142969
37,0.3826978125574209,2.1808276729116605,0.1469007378377907,0.0,1.0783526209522198
38,0.9103418449541432,-1.5585824170695144,0.4489446007545539,0.0,3.213983230529478
39,0.9103418449541432,-1.079009336807628,0.4489446007545539,0.0,2.439490874089836
40,0.9103418449541432,-0.7562359445445772,0.4489446007545539,0.0,2.023369745437705
41,0.9103418449541432,-0.5126138618868267,0.4489446007545539,0.0,1.7904506573649186
42,0.9103418449541432,-0.3168692847607314,0.4489446007545539,0.0,1.6649459717684367
43,0.9103418449541432,-0.1532398609789291,0.4489446007545539,0.0,1.6046061155451492
44,0.9103418449541432,-0.0126579103577397,0.4489446007545539,0.0,1.587699257952137
45,0.9103418449541432,0.1105747300662084,0.4489446007545539,0.0,1.5986186618637563
46,0.9103418449541432,0.2202736473226328,0.4489446007545539,0.0,1.6290555920386092
47,0.9103418449541432,0.3191194819592652,0.4489446007545539,0.0,1.672668832494882
48,0.9103418449541432,0.4090677186222047,0.4489446007545539,0.0,1.6563895258625272
49,0.9103418449541432,0.4915887423102082,0.4489446007545539,0.0,1.624457203037248
50,0.9103418449541432,0.5678161076980925,0.4489446007545539,0.0,1.6048010063020322
51,0.9103418449541432,0.638642160266705,0.4489446007545539,0.0,1.595031151054903
52,0.9103418449541432,0.7047819627712502,0.4489446007545539,0.0,1.5929570584876187
